sentence1	sentence2	label
does anyone have ore? 	i can give sheep or wood	Elaboration
8s and 9s aren't as common as i'd hoped!	cheshirecatgrin ended their turn.	no_relation
anyone have clay? 	i have ore	Elaboration
maybe roll first	have done	Correction
anyone have wood? :p	or ore?	Q_Elab
well that was epically stupid on the part of me/ my computer/ my internet	ctrl z	Result
he was an irish composer	so i'm quite proud of him too.	Result
sorry,	something to do with a robber on the 5	no_relation
yeah	well,	Acknowledgement
:)	carina ended their turn.	no_relation
it ends	haha	Acknowledgement
no	as in i give you a brick and a wood.	Elaboration
nope still not me you wanna trade with	offer should have gone to everybody	Contrast
boob	(sorry that was my friend)	Explanation
none	i feel like im enabling your victory,	no_relation
people trade too easily	shouldn't trade with me	Elaboration
hey, just spectating if you're ok with that	hi to you both :)	Acknowledgement
ah!	i didn't want three clay	Contrast
wanted seven,	:p	Question_answer_pair
why put it on sheep?	i have no idea where is better,	Question_answer_pair
my wheat might i point out :p	my sheep!	Continuation
no, sry	no worries! 	Acknowledgement
sorry,	usually we're all desperately wanting clay	Background
i'm done	no	no_relation
you want wood, and can give brick?	yep	Comment
lucky they were free tickets	so we can get some games on next week maybe	no_relation
see you then	cheers michael	Comment
2 sheep for an ore	the guy with 2 knights	no_relation
so how do people know about the league?	ljaybrad123 ended their turn.	no_relation
anyone have sheep or wood for clay?	ljaybrad123 ended their turn.	Sequence
y'all have a lot of resource.	if i saw a 7...	Result
yer, i can play tomorrow	how about tomorrow?	Q_Elab
cheers	thank you again	Acknowledgement
nope	ok monotony time	Acknowledgement
any clay?	any sheep?	Result
something ewird happened	first time i'm trading with this client	Explanation
yer..	i'll give you a wheat	Elaboration
ooh!	clay :d	Explanation
sheep anyone	ok...	no_relation
okay, can anyone give me clay?	for what	Clarification_question
when someone has 9?	when in doubt,	no_relation
you're ready to go.	you'll be only 3 in this game.	Continuation
what about 1 sheep and 1 wheat? :)	deal	Question_answer_pair
anyone have clay?	no clay in here either	Question_answer_pair
you need a settlement	oh...	Acknowledgement
going to corner the clay market? ;)	always useful....	Question_answer_pair
i've been last all 3 times :p	gw4s... you do always sit in blue	Elaboration
so when is the next one?	it would be great if we could have another one before friday	Question_answer_pair
i have 3 points!!	attack those closest to winning!	Result
coz we schedlued to play 2,	if its too late for you	Contrast
anyone got clay...	nope	Question_answer_pair
your turn still!	and watch it please!!!	Continuation
a surfeit	i could offer sheep or ore (to gotwood4sheep)	Q_Elab
or that.	addtime	Result
i'm misunderstanding something here guys,	ignore me	no_relation
as we've played our 3 :)	cheers, enjoyed our game stogethers	no_relation
am i connected?	looks like it	Question_answer_pair
2 wood for 2 brick?	... from catanstrophe	no_relation
does anyone hae roll highlighted?	nope..	Question_answer_pair
ill give you a couple	ill take wheat	Continuation
to do it gratis	if it doesn't breach your ethics, btw :)	Conditional
it was a much more balanced season	bye!	Acknowledgement
need clay or wood, 	giving ore	Elaboration
anyone got wheat?	none,	Question_answer_pair
yep.	what do you have?	Q_Elab
bright and sunny here mate.	do i click start game now?	no_relation
congrats	yes,	Acknowledgement
i can give some sheep for some wood	strangely i have no wheat	no_relation
me too	k	Acknowledgement
me too :p	id love some wood	Elaboration
do you have wood?	yes	Question_answer_pair
anyone got a spare sheep or wool for an ore?	skinnylinny made an offer to trade 2 ore for 1 wheat from the bank or a port.	Result
wheat	i can wheat for clay.	Acknowledgement
the board gave you money	err.	no_relation
i've got some wood	you want to trade??	Q_Elab
am i connected?	as far as i can tell	Question_answer_pair
no one??	nope sorry	Question_answer_pair
i meant ore	sorry none of that either :(	Question_answer_pair
anyone have ore?	darn	no_relation
nancy:	yes please	Continuation
sheep	clay?	no_relation
please	ok	Acknowledgement
how about two ores?	nope	Question_answer_pair
i can give a clay or wheat for sheep?	gaeilgeoir ended their turn.	Sequence
/incidental settlers pun	:)	Comment
we could at least wait a little longer	okay :)	Acknowledgement
not any more	oh well	Acknowledgement
i have wood but guess what	i could do 1 wood for a sheep perhaps?	Elaboration
cool!	well i'm dead pleased with that	Elaboration
sheeep!!!	j ended their turn.	no_relation
will anyone give me ore or grain for wood?	thanks	no_relation
cross table talks :)	mmm	no_relation
1 win each to the end	yep	no_relation
afraid not :(	my single wood is precious	Explanation
how about a clay?	nope	Question_answer_pair
well played lj	close run	Elaboration
on my part anyway	no	no_relation
ditto	do we just quit?	no_relation
right, it's quarter past	board layout set.	no_relation
ah god, i'd be online anyway, trust me.	i have six windows open at once here	Elaboration
until the autobahn is built	up north	Elaboration
hey	hi	Acknowledgement
i can do it too	ghettoette got there first.	Contrast
that price is too good	i'll admit it doesn't necessarily work great for me	Contrast
we play this to the end, not until the time runs out, yeah?	yeah, we'll see	Question_answer_pair
still snigger.	heh	Comment
then i guess	do you see a reject button?	Clarification_question
go ahead.	you'll only be three ...	Explanation
how do those resource tiles in the water work	tomm has 7 resources.	no_relation
strangely ther 9 has come up like once	does the game log the dice rolled each turn?	Clarification_question
buying up dem cards	you got wood?	no_relation
bingo!	what?!	Clarification_question
anyone got any ore?	in exhange for some sheep	Q_Elab
hey you found a cat!	lol	no_relation
ok	i dnt hva any	Contrast
thx	np	Acknowledgement
have to go myself	could i send a surrogate with my signed form?	no_relation
sheep for my wood anyone?	ooh ah	Comment
hmmm, give me ten minutes?	sure	Question_answer_pair
you're too good at this :d	see you	no_relation
heh	sheep, wood	no_relation
well, it's an open source projet,	so it's ok.	Result
same	i can give 1-4	Q_Elab
sure, can you do 2 for 2,	just 1-4-1 i'm afraid	Question_answer_pair
well done	good game :)	Comment
i have spare clay	i have sheep/ore	Question_answer_pair
the resource ones -i think- mean you can trade 2 of any of that item to 1 of anything else	ah, that's pretty good	Acknowledgement
sorry	t's good	Acknowledgement
which?	i'll give a wheat for a brick	Question_answer_pair
lol	what a thing to say at 10:30 in the morning	Continuation
sheeo?	not at the moment	Question_answer_pair
hi there	is the game on tonight?	Clarification_question
sheep for clay	right right	Acknowledgement
how about brick?	i can spare a brick	Question_answer_pair
ah well.	any ore for my sheep?	Result
good.  well, good luck.	thanks	Acknowledgement
thanks.	monday and tuesday is not working for me	no_relation
i'm hitting done	need to move robber	Explanation
i need ore or clay.	hmm. no	no_relation
how would you like to have some of my clay?	for ore?	Elaboration
yeah!	joel is your last card a soldier? :d	no_relation
thanks for the game, everybody	played everyone	Comment
precisely ;)	sorry	no_relation
yeah lol	want wheat?	Q_Elab
addtime	ash rejected trade offer.	no_relation
i have	but i need ore or clay	Elaboration
can't imagine who keeps stealing all your stuff, kersti...	i'm at a loss i tell ya!	Comment
ccg rolling in clay!	haha	Acknowledgement
well thanks guys	gg all well played!	Comment
does anyoen have wheat to trade?	for a sheep	Q_Elab
i'll trade 2 clay for 2 ore, ccg?	don't need ore, sorru	Question_answer_pair
just hope no one rolls a 7 :p	gotwood4sheep has 2 resources.	no_relation
"i""ll take wood in exchange for your brick"	wait	Clarification_question
sheep for clay?	have no clay.	Question_answer_pair
matt, wood or sheep for wheat?	bah, having only 4 options for picking up resources is tough	Acknowledgement
i'm still rather impressed at a hex grid in java to be honest...	java layout always feels like a nig	Explanation
i'm on a work laptop ;)	expect i'll be ok too :d	Result
just sore?	erm bad bruising - muscle damge -	Question_answer_pair
i lost it	ok,	no_relation
after you move the dude	7... damn.	Acknowledgement
gg well played!	well done	Continuation
oh no! thats my place ig!	:d	Comment
2 sheep for an ore	or i can go 2 as well	Result
anyone got clay or wood for wheat?	same	Question_answer_pair
i eared that	dmm ended their turn.	Sequence
could you throw in a sheep with the wood?	i'll do brick ore late	Question_answer_pair
anyone want sheep for clay?	ljaybrad123 ended their turn.	Sequence
no 	since 9 and 12 are seldom seen	Explanation
sorry	shawnus made an offer to trade 4 wood for 1 wheat from the bank or a port.	no_relation
alas, alack, i am stolen from.	william ended their turn.	no_relation
i can offer wood?	i seem to be woody	Elaboration
if you get them	ports are great	Conditional
ahh 5!	haha	Comment
what's nancy offering to trade?	im trying th trade with the bank	Question_answer_pair
now...	or..clay.	no_relation
such a gentleman	cheshirecatgrin ended their turn.	no_relation
oh nightmare	ash made an offer to trade 1 ore for 1 wood from the bank or a port.	Result
i hate it when high prob numbers don't come up like they should (ie 6, 5)	yeah and 10.	Continuation
sorry	no takers :)	no_relation
it's opened in a file	i can't modify	Continuation
12 brick,	nice	Comment
cool	ya	no_relation
1 for 1?	2 for 2?	Question_answer_pair
cheers	thanks too :)	Acknowledgement
best of luck so	cheers	Acknowledgement
just used it on that road	should have saved it for a settlement really	Contrast
yup	2 sheep?	Q_Elab
don't wanna get skipped for no reason	losing a city hurt	Elaboration
ya	ok, cheers	Acknowledgement
i can trade clay wood for clay	so kittles ile giv u clay?	Clarification_question
hi	finally	Comment
grrr	in return for clay?	no_relation
you need 4 of something dont you?	(hence 3:1 and 2:1 on the colourde ports)	Elaboration
but the interface could be better	ok,	no_relation
anyone want to give a wheat?	nope	Question_answer_pair
i have spare sheep	ok	Acknowledgement
it woulndt let me sign in	can you try again?	Clarification_question
giving clay for sheep	no sheep	Question_answer_pair
for...?	i have wheat	Question_answer_pair
i think some of them have played one game only	surely not	Correction
yeah.	also 8 should be as likely as a 6...	Continuation
anyone have clay for sheep?	nope	Question_answer_pair
ore would be nice....	gramos ended their turn.	Result
could be internets	hello again	no_relation
we play 4 each yer?	yep	Question_answer_pair
my one grrrrrr	:d	Comment
the new interface is prettier	has anyone done markus's extra project?	Clarification_question
can do clay for sheep	woo!	Comment
ok,	no worries.	Comment
this is not a board to go last in	heck	Acknowledgement
i can't roll or click done?	strange	Comment
anyone to trade an ore,	i'll trade ore for wheat	Question_answer_pair
got sheep by any chance?	sorry,	Question_answer_pair
thinking:)	i want to trade with the port	Elaboration
youre like me	thanks guys	Acknowledgement
yer	cool	Acknowledgement
press done on his go :p	rennoc1 ended their turn.	Result
anyone willing to give ore for sheep?	not got any,	Question_answer_pair
i have	ore it is then	Result
anyone want wheat or wood for sheep?	e?	Q_Elab
but i should be here in time for 6:30.	gotwood4sheep joined the game.	no_relation
dont trade!	she has too many resources!	Explanation
nay	no i am looking for clay as well	Parallel
null needs to discard?	it's still counting rennoc as having over 7 resources	no_relation
gg all	well done	Acknowledgement
i have plenty	sure	Result
i dunno why.	yeah.	no_relation
will you give me sheep for wood?	nope	no_relation
wassuup	lj is out :(	Comment
does anyone want sheep?	nope	Question_answer_pair
didn't mean to do that	but my buying things were greyed out	Contrast
