sentence1	sentence2	label
ibm, though long a leader in the japanese mainframe business, didn't introduce its first pc in japan until five years after nec did, and that wasn't compatible even with the u.s. ibm standard	apple didn't introduce a kanji machine -- one that handles the chinese characters of written japanese -- until three years after entering the market	Conjunction
earlier this year, meredith sold its first such package for $3 million to kraft inc., now a unit of new york-based philip morris cos	"the kraft package included a specially published cookbook, a national free-standing insert in sunday newspapers, and a kraft ""advertorial"" section that ran in five meredith magazines"	Restatement
they are useful to call public attention to grievances, but they have little value in educating anyone about the issues in dispute	the delight of television in dramatic confrontation encourages overuse of slogans chanted through bullhorns, militant gestures, accusatory signs and other emotionally inspired tactics	Cause
abc news has similarly branched out into entertainment gimmickry	"prime time live,"" a new show this season featuring sam donaldson and diane sawyer, has a studio audience that applauds and that one night (to the embarrassment of the network) waved at the camera like the crowd on ""let's make a deal"	Instantiation
mayor art agnos stands in the glare of television lights trying to explain for the 20th time why the city is severely restricting access to badly damaged structures	a couple in fashionable spandex warm-up suits jogs by, headphones jauntily in place, weaving their way along a street of fractured and fallen houses	Synchrony
"the main sensation, besides feeling like a puppet jerked with invisible strings, is ""like a rap on the head"	one apparent side effect is a minor increase in a brain hormone	Conjunction
when they were making the decision, all hell broke loose with the finances	the lilly executives told him they couldn't take the risk with wang	Cause
until we completed our data gathering	we used the data to redesign our sorting system and put our resources where they could do the most good	Asynchronous
the bill also provides $620.5 million to meet u.s. contributions to international organizations and $80 million for peace-keeping activities	both accounts reflect significant increases from fiscal 1989	Contrast
"boiler rooms a ""negative we wish we could get rid of"	"actually, ""we don't get much negative publicity about this except for the press who write about it"	Contrast
